,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
5929,0,0,0,0,30,1,0,0,2,2,2,2,2,2,1,0,0,85.35,2185
1613,0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4029
6985,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5454
3632,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.8,5157
962,0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.2,4289
7005,1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9,93
7299,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2219
5935,1,1,1,0,16,1,0,1,0,0,0,0,0,0,0,1,0,71.8,313
359,1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,295
3839,0,0,0,1,48,0,1,0,0,2,2,0,0,2,0,0,1,45.55,1738
5425,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,3876
1246,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,92
6690,1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,4287
3694,1,1,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.45,6365
6578,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,4228
2567,0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19.5,1044
3423,1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,6442
2037,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,88.7,5208
772,1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,6428
7148,1,0,1,1,49,0,1,0,0,2,0,0,2,2,1,1,0,51.8,2195
3562,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.15,5963
7360,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,2437
7110,0,0,0,1,48,1,0,1,0,2,2,2,2,0,2,1,3,95.5,3926
5153,1,0,0,0,57,0,1,0,0,0,2,2,2,2,2,0,1,53.35,2686
4531,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,994
1674,1,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,0,48.65,1989
365,0,1,1,1,31,1,0,1,0,0,2,2,2,2,0,1,2,98.9,2517
5114,0,0,1,0,63,1,2,1,0,2,2,2,2,2,0,1,2,108.75,5420
5039,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,2,74.85,5556
4327,1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,361
147,1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4010
6843,1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,6413
3088,0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3111
6144,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,6352
407,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,5354
7181,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,5510
3456,0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,1736
4182,1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,6439
3576,1,0,0,0,45,1,0,0,2,0,0,0,0,0,0,1,0,50.9,1938
3271,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,5401
4940,1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,6394
1031,1,0,0,0,12,1,2,1,0,0,0,0,2,0,0,1,2,84.45,114
7647,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,930
855,1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,2617
3926,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,19.3,813
78,1,0,1,0,63,1,2,0,2,2,2,2,0,2,1,0,1,80.0,4272
2247,0,0,1,1,4,1,0,1,0,0,0,0,2,0,0,1,3,78.9,2588
5767,0,0,1,0,13,1,2,1,0,2,2,0,2,0,0,0,2,94.1,393
7104,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.1,5440
7152,1,0,0,0,68,1,2,1,0,2,2,2,2,2,1,0,2,108.45,5614
6026,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,6234
5356,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,223
788,0,0,1,1,45,0,1,0,0,2,2,2,0,2,1,0,0,51.0,1902
2279,1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,1946
4095,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,3,114.5,6150
3897,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,20.95,176
5074,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,0,20.9,888
6471,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,124
3631,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,3735
5830,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
424,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1487
392,0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,2,74.6,1338
5813,0,0,0,0,5,1,0,1,0,2,0,2,0,2,0,1,2,89.35,3914
7342,1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1,2242
4200,0,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,20.1,154
2672,1,0,1,0,4,0,1,0,0,2,0,0,2,2,0,1,2,48.55,1635
7115,0,0,0,0,15,1,0,1,2,0,2,2,2,2,0,0,2,105.1,1035
5260,1,0,1,1,32,0,1,0,0,0,2,2,0,0,1,1,3,36.25,287
3493,1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,485
1459,1,0,1,1,48,1,2,1,2,2,2,2,2,2,2,0,1,111.8,4525
6228,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,5455
6537,1,0,1,1,30,1,2,1,2,2,0,0,2,0,0,1,2,94.4,2451
5163,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3885
3835,0,0,1,1,48,1,2,1,0,0,0,0,0,2,1,1,3,82.05,3446
6804,0,1,0,0,32,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1914
6029,1,1,1,0,51,1,2,1,2,0,2,0,2,0,0,1,0,93.8,4025
7402,1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,2542
4724,0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,5056
6045,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,3876
2355,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,1,20.45,866
7687,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,1508
2442,0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9,2887
5265,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,394
7137,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,6327
6058,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,2945
464,1,0,0,0,38,1,2,1,0,2,2,0,0,2,0,1,1,95.1,3185
163,0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,4674
6741,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,5446
7281,0,0,0,1,9,1,0,0,0,0,2,2,2,2,0,1,3,72.9,5211
7454,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1890
7716,1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1472
2009,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,0,3,18.8,2206
3084,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1890
900,1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,735
6096,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,5729
4837,1,0,0,1,63,0,1,0,2,2,0,2,0,0,1,1,0,40.6,2239
2293,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1383
4481,1,0,0,0,49,0,1,0,0,0,2,0,0,0,0,1,0,30.2,839
4605,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,4419
3716,0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1013
6465,1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,6515
1764,1,0,0,0,24,1,0,1,0,0,0,0,0,2,0,1,1,79.85,1628
1549,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,50.5,4229
3029,1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,5948
5880,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,3617
2044,0,0,0,0,54,1,2,1,0,0,2,2,0,2,2,1,0,95.1,4284
767,0,0,0,0,26,1,0,0,0,2,2,0,0,0,1,1,3,56.05,991
1508,1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,25.3,872
7558,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,91.1,3879
4517,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,2063
4219,0,1,1,0,25,1,0,1,0,2,2,0,0,2,0,0,0,88.4,1810
6474,0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,199
6348,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2053
3292,1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2459
819,1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,0,1,89.4,4896
1403,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,3671
1382,1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1352
2148,0,0,1,0,62,1,2,1,2,2,2,2,2,2,2,0,3,113.95,5437
1638,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.55,4230
7479,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1047
399,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,4592
882,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,74.4,1768
3565,1,1,1,0,62,1,2,1,0,2,0,0,0,2,0,1,0,89.8,4661
6954,0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,974
1179,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,2507
4244,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,3,20.45,5143
5313,1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,6442
2130,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,5278
5078,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,6075
456,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,3718
1950,0,0,1,1,30,1,0,1,0,0,2,0,0,2,1,0,2,86.45,2191
689,0,0,0,0,24,1,2,2,1,1,1,1,1,1,2,0,1,25.15,4591
6154,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,5501
7512,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5507
1953,1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,159
2710,0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2509
5780,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1451
4349,0,0,1,0,58,1,2,1,2,2,0,2,2,2,2,1,1,109.1,5155
6761,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2763
1884,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,4591
7333,0,0,0,0,50,1,2,1,2,2,0,2,2,2,2,1,2,109.65,4604
6880,1,1,1,0,40,1,2,1,2,0,0,0,2,2,0,0,2,101.85,3486
2494,1,1,1,0,35,1,2,1,0,0,2,0,0,0,1,1,0,81.6,2440
3036,0,0,1,1,70,1,2,1,2,2,2,2,0,0,2,0,0,93.9,5249
3603,1,0,1,1,68,1,0,1,2,0,0,2,2,2,2,1,2,99.55,5294
845,0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,470
542,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,89
3724,1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,0,0,72.8,2827
4187,0,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,2,19.05,5829
3679,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,55.3,158
6219,1,0,0,0,43,1,0,1,2,0,0,0,0,0,0,1,2,75.2,2778
7362,0,1,0,0,30,0,1,0,0,0,2,0,2,0,0,1,2,40.3,322
6931,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,81.7,6059
2964,1,0,0,0,65,1,2,1,0,2,2,0,2,2,2,0,1,105.1,5282
2529,0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3174
1048,1,0,0,0,27,1,0,2,1,1,1,1,1,1,2,0,1,20.35,4443
1960,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2282
2530,1,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,0,25.55,1473
5733,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,6393
237,0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,5900
4917,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,890
1133,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,1066
6443,0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,3911
4259,0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,822
6462,0,0,0,0,3,0,1,0,0,2,0,0,2,2,0,1,2,50.6,986
5852,0,0,0,0,56,1,0,1,0,2,0,0,0,0,0,1,2,73.85,3489
6005,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5507
2978,1,1,0,0,27,1,2,1,0,2,0,2,2,2,1,1,0,104.65,2559
6429,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,1454
7085,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1483
7376,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,2027
5804,0,0,1,1,68,1,2,1,0,0,0,0,2,0,1,1,2,83.0,4696
3919,0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,1,0,20.35,182
3138,0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,55.15,581
6945,0,0,0,0,60,0,1,0,0,2,0,0,2,2,0,1,2,50.8,2631
4073,1,0,1,0,72,0,1,0,2,2,2,2,2,2,2,1,2,64.7,4013
6693,1,0,1,0,55,0,1,0,0,0,2,2,2,2,0,1,0,54.55,2572
3229,0,1,0,0,35,1,2,1,2,0,0,0,2,2,0,1,2,99.05,3079
1826,0,0,0,0,43,0,1,0,0,0,2,0,2,2,0,1,0,49.05,1701
593,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.2,5929
2725,1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1288
4137,1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.25,3487
560,1,0,1,1,29,0,1,0,2,2,2,2,0,2,1,1,1,55.35,1107
6282,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.0,5726
5482,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,337
243,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1315
4437,1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.2,6506
5398,0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,340
405,1,1,0,0,18,1,2,0,2,2,0,0,0,0,0,1,1,58.4,6475
1442,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,1610
261,1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,4825
5218,0,0,1,1,14,1,2,0,0,2,0,2,2,2,0,0,1,80.45,266
7096,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,992
1689,0,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,0,19.55,16
1725,1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05,1341
4930,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,6306
2496,0,0,0,0,60,1,2,1,0,2,2,0,2,2,2,0,2,104.7,5120
6307,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,0,2,94.95,1307
340,1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,3476
5433,0,0,1,1,48,1,2,1,0,0,0,0,0,2,1,1,3,82.05,3446
1601,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1575
4576,1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2137
3725,0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,95.6,2243
7704,1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2121
2785,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,115.5,6186
1523,0,0,1,0,68,1,0,0,0,2,0,2,2,0,2,0,0,64.1,3680
5802,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,419
7608,1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,993
7205,1,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,2,55.35,3806
6298,1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.05,2806
1766,0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,5434
7676,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1293
4037,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,1,19.35,2547
6155,1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,6511
6315,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,4658
7275,1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,2840
363,1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,1656
7696,0,0,1,0,21,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1355
7001,1,0,1,1,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4,4854
4725,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.2,419
4443,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,274
6209,1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2575
7182,0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,5635
2562,1,0,1,0,59,1,2,1,2,2,2,2,2,0,0,1,2,106.75,5068
5446,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,3762
7131,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,1492
7219,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,1806
3083,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.95,3255
7166,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,2592
2102,1,0,0,0,24,1,0,1,0,2,2,0,0,2,0,1,2,89.55,1802
632,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,440
2493,1,0,1,1,71,1,2,1,0,2,2,0,2,2,2,1,0,106.0,5881
2665,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,932
5643,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,4234
4406,0,0,1,1,63,1,0,0,2,0,0,0,0,0,2,1,0,50.65,2804
5723,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1890
6591,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,5504
2334,1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,1,19.6,454
5973,1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4162
3619,1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,2430
3883,0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,4852
5286,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4031
4211,0,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3283
1494,0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,0,20.3,2108
2401,1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,3608
3874,0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,4762
1232,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,1854
2661,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.3,995
2817,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.5,2346
7107,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1616
6185,0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,1641
4153,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,4072
5803,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5156
3061,1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,6136
6660,1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,99.85,6516
7697,0,0,0,0,1,1,2,1,0,2,0,0,2,2,0,1,1,100.25,2
1735,1,0,0,0,22,1,2,0,2,2,2,0,0,0,0,0,3,65.05,792
2823,1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,3958
7724,0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1889
5344,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.6,5513
2475,0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,48.75,5114
2564,1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1204
7755,1,1,1,0,13,1,0,1,0,2,2,0,2,2,0,1,2,98.0,435
6561,0,0,0,1,48,1,0,1,0,2,2,2,2,0,2,1,3,95.5,3926
6025,1,0,1,1,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4,4854
707,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.25,1480
3046,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,4644
6649,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,3736
5189,0,0,1,1,32,1,2,1,0,0,2,0,0,2,0,1,0,91.05,2551
6523,0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,43
72,1,0,1,0,62,1,2,1,2,2,0,0,0,2,1,0,2,96.1,4918
4448,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1447
4839,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,3451
7278,1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,4552
5101,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,3670
1190,0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,1582
2601,0,1,0,0,66,1,2,1,0,2,0,0,0,0,0,1,1,80.45,4376
1125,0,0,0,0,6,1,0,1,0,0,2,2,0,2,0,1,2,89.25,4112
1241,0,0,0,0,13,1,2,0,2,0,2,0,2,2,0,1,2,78.75,6521
6974,1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65,2607
6426,0,0,0,0,9,0,1,0,2,0,2,2,2,2,0,0,3,58.5,4483
5843,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,4558
3351,1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,2,84.1,4897
5094,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.3,762
4008,1,0,0,1,22,1,0,2,1,1,1,1,1,1,0,0,1,20.15,3676
1577,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.55,5382
3906,0,0,0,0,55,1,2,1,0,0,0,0,0,0,0,1,2,73.1,3539
3729,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,19.75,5062
4358,1,0,1,1,67,1,0,1,0,2,2,2,2,2,2,0,0,103.15,5439
1343,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,3259
7762,0,1,0,0,32,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1914
5924,1,0,1,0,13,1,2,0,0,0,2,0,2,2,1,1,3,75.3,6508
440,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.0,1359
1100,1,1,0,0,12,1,0,1,0,2,2,2,0,0,0,1,3,83.8,62
2637,0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,1949
7554,0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,307
649,1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,258
1546,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3394
5926,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,1186
5946,1,0,1,1,39,1,0,0,2,0,2,2,2,2,1,0,1,80.0,2766
2852,1,0,0,0,51,1,2,1,0,0,0,0,0,2,0,0,0,83.4,3543
3503,1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,2393
7760,0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,0,2,108.55,4647
630,1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,44.35,5859
4768,1,0,1,1,61,1,2,0,0,0,2,2,2,2,2,1,0,81.0,4209
1249,0,0,0,0,70,1,2,0,2,2,2,2,2,2,2,0,1,89.75,5133
5331,1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,1943
482,1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,47
1584,1,0,0,0,63,1,2,1,0,2,0,2,2,2,0,0,2,105.4,5325
4676,0,0,1,0,72,1,2,1,2,2,0,0,0,2,2,1,1,94.45,5465
1462,0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,2,48.85,5697
3040,1,0,1,0,63,1,2,1,0,0,2,0,2,2,2,0,2,102.6,5087
5010,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,6138
5993,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,1483
3273,1,0,0,0,63,1,0,0,2,2,2,2,2,2,2,1,0,86.7,4439
3683,0,0,0,0,70,1,0,2,1,1,1,1,1,1,1,0,0,19.7,623
4145,1,0,0,0,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1002
